district,LOR,street,LOR_2021,year,month,hour,weekday,category,accident_kind,accident_type,light_condition,car,pedestrian,motorcycle,goods_vehicle,others,road_condition,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
4,4030417.0,Schloßstraße,4300414.0,2018,5,15,2,3,0,1,0,0,0,0,0,0,0,790984.1939,5826470.001,13.28861135,52.51051846
2,2050801.0,Traveplatz,2500830.0,2018,10,17,3,3,5,3,1,0,0,0,0,0,1,802151.1522,5827578.603,13.45366957,52.5143845
3,3061332.0,Helmholtzplatz,3701657.0,2018,12,12,7,3,5,2,0,1,0,0,0,0,0,799993.3696,5830194.546,13.42432758,52.5390232
3,3061131.0,Falkplatz,3601142.0,2018,6,16,5,3,5,2,0,0,0,0,0,1,0,799138.236,5830604.496,13.4121258,52.54316786
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,3,12,2,3,5,3,0,1,0,0,0,0,1,799319.0588,5827969.789,13.41241194,52.51945246
2,2020203.0,Viktoriapark,2200209.0,2018,4,15,1,3,0,7,0,0,0,0,0,0,0,797738.5453,5824433.445,13.38602493,52.48861856
3,3071638.0,Winsstraße,3701659.0,2018,7,7,2,3,5,2,0,1,0,0,0,0,0,800008.4531,5828978.782,13.42345197,52.52811761
2,2050602.0,Samariterviertel,2500729.0,2018,5,8,2,2,3,6,0,0,0,0,0,0,0,803330.2025,5827626.444,13.47103485,52.51415888
3,3061228.0,Erich-Weinert-Straße,3601245.0,2018,9,17,4,3,0,2,0,1,0,0,0,0,0,800219.41,5831110.197,13.42847793,52.54710595
2,2040703.0,Wriezener Bahnhof/Entwicklungsgebiet,2400625.0,2018,10,20,5,3,6,4,2,0,1,0,0,0,0,801871.4046,5826517.026,13.44859688,52.50502442
3,3061126.0,Arnimplatz,3601141.0,2018,7,16,2,3,6,4,0,0,1,0,0,0,0,799214.0426,5831306.642,13.41387286,52.54941987
2,2020203.0,Viktoriapark,2200209.0,2018,3,17,5,3,6,7,2,0,1,0,0,0,1,797754.3193,5824624.881,13.38642761,52.49032596
2,2050602.0,Samariterviertel,2500728.0,2018,5,16,4,3,3,6,0,1,0,0,0,0,0,802646.2833,5827680.219,13.46103614,52.51502077
2,2050602.0,Samariterviertel,2500727.0,2018,9,17,6,3,5,2,0,1,0,0,0,0,0,802177.644,5827745.738,13.45421055,52.51586785
1,1033203.0,Humboldthain Nordwest                                                                               ,1300836.0,2018,8,21,5,3,5,2,2,1,0,0,0,0,0,796195.046,5830185.826,13.36847991,52.54102285
2,2050602.0,Samariterviertel,2500727.0,2018,6,10,7,3,5,2,0,1,0,0,0,0,0,802177.644,5827745.738,13.45421055,52.51586785
7,7050502.0,Fritz-Werner-Straße                                                                                 ,7501133.0,2018,5,9,5,2,6,6,0,0,1,0,0,0,0,798627.5198,5817773.586,13.39312153,52.42843549
11,11030721.0,Rüdigerstraße,11300725.0,2018,4,17,4,3,3,6,0,1,0,0,0,0,0,804979.9159,5827441.052,13.49510035,52.51157741
12,12103219.0,Schäfersee,12100204.0,2018,9,8,6,3,5,2,0,1,0,0,0,0,0,795559.6196,5833204.293,13.36182522,52.56842561
4,4020313.0,Königin-Elisabeth-Straße,4200311.0,2018,9,19,6,3,6,7,1,0,1,0,0,0,0,790301.4983,5826357.903,13.27848233,52.50987725
3,3061434.0,Anton-Saefkow-Park,3601451.0,2018,9,9,1,3,5,3,0,1,0,0,0,0,0,800844.5183,5830326.69,13.43695919,52.53973842
2,2040703.0,Wriezener Bahnhof/Entwicklungsgebiet,2400625.0,2018,8,3,5,3,6,6,2,0,1,0,0,0,0,801855.9962,5826471.537,13.44832931,52.50462522
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,7,16,6,3,5,2,0,1,0,0,0,0,0,799571.012,5828269.929,13.41638443,52.5220044
1,1011201.0,Wilhelmstraße                                                                                       ,1100205.0,2018,5,13,7,3,1,5,0,1,0,0,0,1,0,797301.5961,5826775.264,13.38169908,52.50984853
9,9010101.0,Elsenstraße                                                                                         ,9100101.0,2018,5,3,1,2,5,3,2,1,0,0,0,0,0,802580.269,5825073.445,13.4576975,52.491693
1,1011304.0,Karl-Marx-Allee,1100311.0,2018,6,0,4,3,5,3,2,1,0,0,0,0,0,799999.9857,5828077.04,13.42251409,52.52003963
3,3061131.0,Falkplatz,3601142.0,2018,12,18,7,3,5,2,2,0,0,0,0,1,1,799141.926,5830367.385,13.41196655,52.54104049
4,4030621.0,Spreestadt,4300620.0,2018,7,8,2,3,3,6,0,1,0,0,0,0,0,793963.9415,5826951.772,13.33281756,52.51323968
1,1044201.0,Reinickendorfer Straße                                                                              ,1401044.0,2018,7,14,5,2,6,4,0,0,1,0,0,0,0,796193.7458,5831014.162,13.36919944,52.54844875
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,11,19,4,3,6,4,2,0,1,0,0,0,1,799094.5443,5827618.902,13.40879746,52.51643045
3,3061131.0,Falkplatz,3601142.0,2018,9,19,5,3,3,6,2,0,0,0,0,0,1,799187.0853,5830934.489,13.41314121,52.54609891
3,3061332.0,Helmholtzplatz,3601347.0,2018,8,16,3,3,5,3,0,0,0,0,0,0,0,799324.8119,5830348.681,13.41463833,52.54077241
7,7070701.0,Kettinger Straße/Schillerstraße                                                                     ,7601442.0,2018,5,12,4,3,6,4,0,0,1,0,0,0,0,799139.7557,5816600.771,13.39958427,52.41764279
7,7020203.0,Kaiser-Wilhelm-Platz,7200411.0,2018,11,9,7,3,1,5,0,0,0,0,0,1,0,795948.0646,5824445.538,13.35974306,52.48970053
3,3071639.0,Bötzowstraße,3701660.0,2018,7,20,2,3,3,6,0,0,0,0,0,0,0,800379.2383,5829577.239,13.42944198,52.53327756
2,2040703.0,Wriezener Bahnhof/Entwicklungsgebiet,2400625.0,2018,11,18,6,2,3,6,2,0,0,0,0,0,0,801803.8277,5826336.724,13.44744084,52.50344574
12,12301203.0,Wittenau Süd                                                                                        ,12500930.0,2018,9,15,6,3,0,3,0,0,0,0,0,0,0,794065.5399,5835077.796,13.34150662,52.58602936
11,11041022.0,Rosenfelder Ring,11401032.0,2018,8,11,4,2,5,2,0,1,0,0,0,0,0,805656.9675,5827375.724,13.50498594,52.51061296
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,6,4,7,3,3,6,0,0,0,0,0,0,0,799074.1288,5827637.288,13.40851402,52.51660646
2,2050602.0,Samariterviertel,2500727.0,2018,6,17,1,3,0,7,0,0,0,0,0,1,0,802140.6829,5827876.701,13.45378645,52.51706215
7,7060601.0,Marienfelder Allee Nordwest,7601236.0,2018,8,6,3,3,5,2,0,1,0,0,0,0,0,796608.2271,5815999.176,13.36193641,52.41362773
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,7,14,4,3,5,3,0,1,0,0,0,0,0,799100.0786,5827681.967,13.40893547,52.51699271
2,2050602.0,Samariterviertel,2500727.0,2018,5,18,5,3,5,2,0,1,0,0,0,0,0,802145.2146,5827751.832,13.45373964,52.51594044
9,9010201.0,Am Treptower Park Süd,9100202.0,2018,11,18,3,3,6,7,2,0,1,0,0,0,1,803014.3394,5824645.431,13.46368209,52.48761598
1,1011202.0,Unter den Linden Nord,1100206.0,2018,8,23,4,3,3,6,2,1,0,0,0,0,0,798472.6651,5827727.583,13.39975756,52.51774532
6,6030503.0,Zehlendorf Mitte                                                                                    ,6300527.0,2018,12,12,5,3,6,6,0,0,1,0,0,0,0,790303.9928,5818374.075,13.27156991,52.43829934
3,3030716.0,Märchenland,3300517.0,2018,9,12,2,3,5,3,0,1,0,0,0,0,0,803323.4279,5833646.58,13.47643147,52.56811941
3,3040818.0,Pankow Süd                                                                                          ,3400826.0,2018,6,16,7,2,3,6,0,1,0,0,0,0,0,799129.458,5832328.878,13.4135502,52.55862907
11,11041022.0,Rosenfelder Ring,11401032.0,2018,7,10,5,3,5,2,0,0,0,0,0,1,0,805622.4503,5827377.984,13.50448098,52.51065256
3,3061332.0,Helmholtzplatz,3701657.0,2018,8,3,1,3,0,3,2,1,0,0,0,0,0,799992.7845,5830194.828,13.42431923,52.53902605
2,2050602.0,Samariterviertel,2500729.0,2018,10,18,2,3,2,6,1,1,0,0,0,0,1,803518.9813,5827606.193,13.47378973,52.51387236
2,2050802.0,Boxhagener Platz,2500833.0,2018,9,15,3,3,0,1,0,0,0,0,0,0,0,802133.5429,5827492.331,13.45333254,52.513621
2,2050602.0,Samariterviertel,2500727.0,2018,8,20,3,3,1,5,2,1,0,0,0,0,0,802132.6311,5827903.878,13.45369283,52.5173102
4,4030622.0,Richard-Wagner-Straße,4300621.0,2018,6,12,3,2,5,2,0,1,0,0,0,0,0,792099.7504,5826634.762,13.30514703,52.5113993
3,3061131.0,Falkplatz,3601142.0,2018,4,22,6,3,6,4,2,0,1,0,0,0,1,799182.3199,5830886.871,13.41302825,52.5456747
2,2050602.0,Samariterviertel,2500728.0,2018,12,13,6,3,5,3,0,1,0,0,0,0,1,803069.3203,5827636.33,13.4672112,52.5143925
3,3050925.0,Komponistenviertel Weißensee,3500936.0,2018,7,11,1,3,1,5,0,1,0,0,0,0,0,801603.9342,5831241.252,13.44895302,52.54751588
7,7020203.0,Kaiser-Wilhelm-Platz,7200410.0,2018,4,15,2,3,1,5,0,1,0,0,0,0,1,795677.5358,5823969.51,13.35534797,52.4855799
3,3061131.0,Falkplatz,3601142.0,2018,7,16,4,2,1,5,0,0,0,0,0,1,0,799173.8832,5830797.901,13.41282407,52.54488186
3,3020209.0,Niederschönhausen,3200205.0,2018,3,16,2,3,5,3,0,1,0,0,0,0,0,798153.948,5836016.099,13.40251883,52.59221462
6,6030605.0,Botanischer Garten,6300629.0,2018,12,7,3,3,0,1,1,0,0,0,0,0,1,792177.4758,5819558.538,13.30008827,52.44792034
11,11010101.0,Dorf Malchow,11100101.0,2018,9,11,3,3,5,2,0,0,0,0,0,1,0,803730.9711,5834701.297,13.48339197,52.57734513
3,3061429.0,Greifswalder Straße,3601449.0,2018,7,10,3,2,0,3,0,1,0,0,0,0,0,800934.3667,5830473.336,13.4384128,52.54100321
2,2050602.0,Samariterviertel,2500727.0,2018,10,22,6,3,5,3,2,1,0,0,0,0,0,802177.9154,5827744.448,13.45421337,52.51585614
3,3061435.0,Conrad-Blenkle-Straße,3601452.0,2018,8,16,3,3,3,6,0,1,0,0,0,0,0,801530.6443,5829045.208,13.4458828,52.5278732
2,2040701.0,Andreasviertel,2400521.0,2018,4,12,3,2,5,3,0,0,0,0,0,0,0,800471.7926,5827936.997,13.42932028,52.51852463
11,11041022.0,Rosenfelder Ring,11401032.0,2018,5,8,4,3,5,5,0,1,0,0,0,0,0,806232.6231,5827367.663,13.51343436,52.51021788
7,7050501.0,Rathausstraße                                                                                       ,7501030.0,2018,12,16,3,3,1,5,2,1,0,0,0,1,1,797999.047,5819700.261,13.3856231,52.44604879
9,9020601.0,Schnellerstraße                                                                                     ,9200613.0,2018,8,8,6,3,5,3,0,0,0,0,0,1,0,806370.2294,5821380.99,13.50995396,52.45648613
9,9010301.0,Baumschulenstraße,9100305.0,2018,6,12,6,3,5,3,0,1,0,0,0,0,0,805147.852,5822568.757,13.49310587,52.46781541
7,7050501.0,Rathausstraße                                                                                       ,7501029.0,2018,7,22,4,3,8,1,2,0,0,0,0,0,0,797713.1868,5818795.048,13.38062303,52.43809019
12,12103219.0,Schäfersee,12100204.0,2018,5,18,4,3,5,2,0,1,0,0,0,0,0,795562.0196,5833198.113,13.36185502,52.56836891
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,9,20,5,3,0,1,1,0,0,0,0,0,0,799783.6372,5828664.365,13.41986444,52.52542303
1,1011202.0,Unter den Linden Nord,1100206.0,2018,8,23,5,2,5,3,2,1,0,0,0,0,0,798076.5803,5827663.129,13.39387983,52.51738421
4,4020311.0,Reichsstraße,4200310.0,2018,10,13,7,3,5,2,0,1,0,0,0,0,0,789716.6806,5826249.239,13.26979469,52.50921397
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,8,11,4,3,5,2,0,1,0,0,0,0,0,799114.3642,5827649.668,13.40911633,52.51669535
2,2010101.0,Askanischer Platz,2100101.0,2018,4,7,5,2,1,5,0,1,0,0,0,1,0,797436.0552,5825600.775,13.38262525,52.49924727
2,2040703.0,Wriezener Bahnhof/Entwicklungsgebiet,2400625.0,2018,7,20,5,3,5,3,0,1,0,0,0,0,0,801877.0593,5826535.506,13.44869669,52.50518693
10,10010204.0,Wuhletalstraße                                                                                      ,10100206.0,2018,11,20,4,3,5,2,2,1,0,0,0,0,0,808678.3961,5832820.868,13.55442259,52.55770983
3,3061434.0,Anton-Saefkow-Park,3601451.0,2018,8,13,7,3,3,6,0,0,0,0,1,0,0,800693.6694,5830036.796,13.43447933,52.5372233
1,1011102.0,Großer Tiergarten,1100206.0,2018,5,10,6,2,5,2,0,0,0,0,1,0,0,796917.337,5827454.155,13.37665947,52.51614335
7,7050502.0,Fritz-Werner-Straße                                                                                 ,7501133.0,2018,2,16,2,3,5,3,0,1,0,0,0,0,0,798223.7586,5818777.462,13.38809612,52.43765439
10,10040933.0,Mahlsdorf Süd                                                                                       ,10400940.0,2018,9,18,2,3,5,2,0,1,0,0,0,0,0,813059.7279,5827205.879,13.61355349,52.50489337
11,11030721.0,Rüdigerstraße,11300722.0,2018,8,0,7,3,0,1,2,0,0,0,0,0,0,804237.6704,5827533.01,13.4842809,52.51281606
2,2020202.0,Rathaus Yorckstraße,2200208.0,2018,6,9,3,3,3,6,0,0,0,0,0,0,0,797918.7381,5825337.459,13.38947925,52.49662367
12,12103219.0,Schäfersee,12100204.0,2018,7,18,2,3,5,2,0,1,0,0,0,0,0,795728.2917,5832799.927,13.36394613,52.56470927
3,3030716.0,Märchenland,3300517.0,2018,5,14,1,2,5,2,0,1,0,0,0,0,0,803317.8751,5833641.705,13.47634534,52.56807881
3,3061131.0,Falkplatz,3601142.0,2018,8,8,2,3,3,6,0,0,0,0,0,0,0,799138.5356,5830576.218,13.41210474,52.54291422
3,3071639.0,Bötzowstraße,3701660.0,2018,8,15,6,3,6,4,0,0,1,0,0,0,0,800338.2884,5829463.911,13.42873769,52.53228434
6,6030503.0,Zehlendorf Mitte                                                                                    ,6300526.0,2018,12,11,2,3,5,2,0,1,0,0,0,0,0,789688.2737,5817949.038,13.26216904,52.4348152
2,2020202.0,Rathaus Yorckstraße,2200208.0,2018,6,15,4,3,0,6,0,0,0,0,0,0,0,797898.4027,5825432.237,13.38926535,52.49748435
12,12103115.0,Breitkopfbecken,12100103.0,2018,5,14,2,3,5,2,0,1,0,0,0,0,0,795421.8679,5833562.002,13.36011732,52.57170691
12,12103117.0,Letteplatz,12100101.0,2018,8,13,5,2,5,2,0,1,0,0,0,0,0,795812.978,5832341.4,13.36478308,52.56055303
3,3071639.0,Bötzowstraße,3701660.0,2018,8,8,3,2,5,3,0,0,0,1,0,0,0,800362.9186,5829551.109,13.42917849,52.53305235
11,11030721.0,Rüdigerstraße,11300722.0,2018,8,5,5,3,0,7,1,0,0,0,0,0,0,804085.1556,5827548.585,13.48205463,52.51304069
7,7020203.0,Kaiser-Wilhelm-Platz,7200410.0,2018,6,14,7,3,6,4,0,1,1,0,0,0,0,795634.7784,5823952.908,13.35470541,52.48545424
1,1011105.0,Nördlicher Landwehrkanal                                                                            ,1100102.0,2018,5,13,3,3,0,2,0,1,0,0,0,0,0,796451.8879,5826452.433,13.36892799,52.50741709
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,2,19,1,3,5,3,2,1,0,0,0,0,0,799788.1967,5828606.137,13.41987896,52.52489861
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,4,15,4,3,5,2,0,1,0,0,0,0,0,799571.012,5828269.929,13.41638443,52.5220044
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,2,12,6,3,2,6,0,1,0,0,0,0,0,798822.2982,5828036.075,13.40517203,52.52031906
12,12103219.0,Schäfersee,12100204.0,2018,9,11,7,3,1,6,0,0,0,1,0,0,0,795701.7365,5832868.199,13.36361635,52.56533568
3,3061126.0,Arnimplatz,3601141.0,2018,8,7,6,3,2,2,0,1,0,0,0,0,0,799197.2071,5831456.964,13.41376075,52.55077652
3,3020209.0,Niederschönhausen,3200205.0,2018,3,11,1,3,5,2,0,1,0,0,0,0,0,798176.1116,5836277.444,13.40308032,52.59454504
3,3071639.0,Bötzowstraße,3701660.0,2018,6,5,7,3,5,3,0,1,0,0,0,0,0,800313.6532,5829472.3,13.42838318,52.53237311
3,3050925.0,Komponistenviertel Weißensee,3500936.0,2018,6,18,2,2,5,3,0,0,0,1,0,0,0,801547.5023,5831195.779,13.44808203,52.54713954
3,3061429.0,Greifswalder Straße,3601449.0,2018,12,19,7,3,0,2,2,1,0,0,0,0,0,800972.6935,5830484.397,13.43898625,52.54108119
4,4030417.0,Schloßstraße,4300414.0,2018,9,17,6,3,5,3,0,1,0,0,0,0,0,791745.8459,5826596.539,13.29991343,52.51124603
10,10030726.0,Alt-Biesdorf,10300733.0,2018,2,15,6,3,5,2,0,1,0,0,0,0,0,808926.9591,5827407.445,13.55304633,52.50905534
1,1033203.0,Humboldthain Nordwest                                                                               ,1300836.0,2018,6,8,2,2,0,7,0,0,0,0,0,0,0,796260.9984,5830426.636,13.36966429,52.54314561
1,1011102.0,Großer Tiergarten,1100102.0,2018,8,9,5,3,2,2,0,1,0,0,0,0,0,796451.0178,5827390.383,13.36975069,52.51582536
4,4030622.0,Richard-Wagner-Straße,4300621.0,2018,2,17,6,3,5,2,0,1,0,0,0,0,0,791952.0955,5826609.851,13.30295561,52.51125502
3,3040818.0,Pankow Süd                                                                                          ,3400828.0,2018,11,16,3,2,5,3,1,1,0,0,0,0,0,800156.322,5832383.829,13.4287018,52.55855659
9,9010102.0,Am Treptower Park Nord,9100101.0,2018,9,11,1,2,5,3,0,1,0,0,0,0,0,802808.8891,5825156.14,13.46112966,52.49230742
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,8,12,5,3,5,2,0,0,0,1,0,0,0,799785.8713,5828667.869,13.41990043,52.52545321
6,6030503.0,Zehlendorf Mitte                                                                                    ,6300527.0,2018,5,10,6,3,5,3,0,1,0,0,0,0,0,790931.9847,5818764.883,13.28112249,52.4414693
4,4020313.0,Königin-Elisabeth-Straße,4200311.0,2018,3,10,4,2,0,7,0,0,1,0,0,0,0,790486.5029,5826388.689,13.28122754,52.51005476
11,11030721.0,Rüdigerstraße,11300722.0,2018,11,14,7,3,5,3,0,1,0,0,0,0,0,803722.1511,5827570.082,13.47674151,52.51343562
7,7040403.0,Manteuffelstraße                                                                                    ,7400824.0,2018,9,14,2,2,6,4,0,0,1,0,0,0,0,797845.5417,5822077.488,13.3854918,52.46744171
3,3061131.0,Falkplatz,3601142.0,2018,10,18,3,3,5,2,2,1,0,0,0,0,0,799165.2008,5830411.77,13.41234868,52.54142556
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,6,9,5,3,1,5,0,0,0,0,1,0,0,799598.3992,5828350.402,13.41685937,52.52271067
2,2040703.0,Wriezener Bahnhof/Entwicklungsgebiet,2400625.0,2018,8,22,6,3,6,4,2,0,1,0,0,0,0,801784.5927,5826292.405,13.44711815,52.50305914
7,7040403.0,Manteuffelstraße                                                                                    ,7400824.0,2018,4,13,7,3,5,3,0,1,0,0,0,0,0,797876.8216,5821667.423,13.38558487,52.46374888
11,11030721.0,Rüdigerstraße,11300722.0,2018,6,14,6,3,5,3,0,1,0,0,0,0,0,804244.7597,5827532.287,13.48438438,52.51280563
1,1011104.0,Körnerstraße                                                                                        ,1100104.0,2018,12,15,6,3,5,2,1,1,0,0,0,0,1,796212.6302,5825849.443,13.3648766,52.50214179
2,2050602.0,Samariterviertel,2500727.0,2018,9,15,3,3,0,1,0,0,0,0,0,0,0,802146.6597,5827745.67,13.45375527,52.51588441
1,1011201.0,Wilhelmstraße                                                                                       ,1100205.0,2018,5,11,2,3,5,2,0,1,0,0,0,0,0,797597.7729,5826824.318,13.38609417,52.51012675
12,12103115.0,Breitkopfbecken,12100103.0,2018,9,16,4,3,6,4,0,0,1,0,0,0,0,795526.0897,5833289.014,13.36140743,52.56920326
4,4020311.0,Reichsstraße,4200310.0,2018,6,14,5,3,3,6,0,1,0,0,0,0,0,789668.7319,5826241.425,13.26908336,52.50916938
6,6030501.0,Berlepschstraße                                                                                     ,6300524.0,2018,7,15,3,3,5,3,0,1,0,0,0,0,0,788205.9199,5817682.921,13.24019484,52.43321239
6,6040804.0,Krumme Lanke,6400838.0,2018,11,9,7,3,5,7,0,0,0,0,0,0,0,787312.7339,5817308.58,13.22677116,52.430326
2,2050802.0,Boxhagener Platz,2500833.0,2018,10,18,5,3,3,6,1,0,0,0,0,0,0,802087.2263,5827268.493,13.4524489,52.51164038
3,3061332.0,Helmholtzplatz,3601347.0,2018,4,9,4,3,5,2,0,1,0,0,0,0,0,799316.8376,5830330.929,13.41450511,52.54061768
2,2040701.0,Andreasviertel,2400521.0,2018,3,8,5,3,5,3,0,1,0,0,0,0,1,800966.492,5827868.971,13.43652747,52.51764211
1,1011102.0,Großer Tiergarten,1100102.0,2018,2,11,5,3,2,6,0,1,0,0,0,0,0,794268.5466,5827021.696,13.33735509,52.51370226
10,10040933.0,Mahlsdorf Süd                                                                                       ,10400940.0,2018,6,18,6,3,5,2,0,1,0,0,0,0,1,812050.2398,5827155.469,13.59868159,52.50501988
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,5,11,5,3,0,6,0,1,0,0,0,0,0,798764.0327,5827979.477,13.40426502,52.51984366
3,3061435.0,Conrad-Blenkle-Straße,3601452.0,2018,4,19,3,3,3,6,1,1,0,0,0,0,0,801442.6678,5829161.712,13.4446955,52.52896609
4,4030417.0,Schloßstraße,4300414.0,2018,12,9,6,2,5,2,0,0,0,0,1,0,0,791845.9336,5826592.056,13.30138013,52.5111523
1,1011102.0,Großer Tiergarten,1100102.0,2018,5,22,5,2,6,7,2,0,1,0,0,0,0,796618.9876,5827418.896,13.37224419,52.51598963
7,7020203.0,Kaiser-Wilhelm-Platz,7200410.0,2018,5,12,5,3,1,5,0,1,0,0,0,1,0,795665.3449,5823979.978,13.35517825,52.48568034
1,1011303.0,Alexanderplatzviertel,1100310.0,2018,9,18,2,3,0,6,1,1,0,0,0,0,0,799035.3743,5827526.786,13.40784528,52.51563721
3,3020203.0,Blankenfelde,3200204.0,2018,6,15,1,3,3,6,0,0,0,0,0,0,0,796468.1386,5840350.892,13.38159001,52.63199212
11,11030721.0,Rüdigerstraße,11300725.0,2018,5,18,6,3,3,6,0,0,0,0,0,1,0,804875.186,5827448.778,13.49356897,52.51170519
4,4030417.0,Schloßstraße,4300414.0,2018,7,17,6,3,5,2,0,1,0,0,0,0,0,791728.6406,5826572.094,13.29963919,52.51103609
2,2050602.0,Samariterviertel,2500728.0,2018,5,8,6,2,2,1,0,1,0,0,0,0,0,802794.1113,5827665.395,13.46319447,52.51480586
3,3071639.0,Bötzowstraße,3701660.0,2018,11,17,5,3,6,4,2,0,1,0,0,0,0,800326.6245,5829445.379,13.42854951,52.53212466
7,7050502.0,Fritz-Werner-Straße                                                                                 ,7501133.0,2018,4,17,6,3,6,7,0,0,1,0,0,0,0,798570.018,5817970.015,13.39245369,52.43022763
2,2050602.0,Samariterviertel,2500729.0,2018,7,0,6,3,5,2,2,1,0,0,0,0,0,803095.6366,5827633.483,13.46759522,52.51435237
2,2050602.0,Samariterviertel,2500727.0,2018,4,13,1,3,5,3,0,1,0,0,0,0,1,802044.6235,5828016.918,13.4525024,52.51837212
11,11030721.0,Rüdigerstraße,11300722.0,2018,5,7,2,3,5,2,0,0,0,0,1,0,0,803737.1474,5827585.11,13.47697553,52.51356196
2,2050802.0,Boxhagener Platz,2500834.0,2018,10,17,3,3,5,2,1,1,0,0,0,0,1,802034.7626,5827022.488,13.45145494,52.50946449
7,7040401.0,Neu-Tempelhof,7400720.0,2018,2,17,5,2,5,2,2,1,0,0,0,0,0,797761.6698,5823826.925,13.38582266,52.48316918
2,2050602.0,Samariterviertel,2500727.0,2018,7,14,3,3,6,4,0,0,1,0,0,0,0,802124.4421,5827931.518,13.45359761,52.51756247
1,1011202.0,Unter den Linden Nord,1100206.0,2018,6,9,5,3,6,4,0,0,1,0,0,0,0,797590.389,5827560.512,13.38664405,52.51672988
3,3020209.0,Niederschönhausen,3200206.0,2018,4,12,1,3,5,3,0,1,0,0,0,0,0,797981.904,5834290.896,13.39843528,52.57684496
4,4030622.0,Richard-Wagner-Straße,4300621.0,2018,4,16,3,3,5,2,0,1,0,0,0,0,0,792740.8043,5826742.173,13.31466068,52.51201854
2,2050802.0,Boxhagener Platz,2500833.0,2018,2,11,4,3,3,6,0,1,0,0,0,0,0,802111.3707,5827386.472,13.4529107,52.51268446
12,12231101.0,Hermsdorf,12400723.0,2018,8,16,4,3,0,7,0,1,0,0,0,0,0,791920.228,5838863.797,13.31327067,52.62112466
1,1011304.0,Karl-Marx-Allee,1100311.0,2018,6,18,6,2,0,6,0,0,0,0,0,0,0,800211.4484,5828018.415,13.4255684,52.51939777
9,9010102.0,Am Treptower Park Nord,9100101.0,2018,5,10,4,3,5,3,0,0,0,0,0,0,0,802964.2719,5825091.475,13.46335249,52.49164162
6,6040701.0,Wannsee,6400735.0,2018,10,14,1,3,1,5,0,1,0,0,0,1,0,782506.4422,5815764.969,13.15496379,52.4189883
11,11041023.0,Gensinger Straße,11401033.0,2018,12,13,4,3,5,3,0,1,0,0,0,0,0,807693.1164,5827471.925,13.53498325,52.5103305
2,2050802.0,Boxhagener Platz,2500834.0,2018,9,1,6,3,8,1,2,0,0,0,0,0,0,802023.7231,5826972.862,13.45124774,52.5090258
11,11010101.0,Dorf Malchow,11100101.0,2018,7,7,5,3,5,2,0,1,0,0,0,0,0,803685.612,5835336.13,13.48330626,52.58306017
7,7050502.0,Fritz-Werner-Straße                                                                                 ,7501133.0,2018,12,19,2,3,6,4,2,0,1,0,0,0,1,798216.9838,5818801.523,13.38801822,52.43787376
