OBJECTID;LAND;BEZ;LOR;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
139483;11;4;4010103;4100102;2020;6;21;2;3;3;6;1;0;1;0;0;0;0;0;791145,7462;5829115,013;13,29330052;52,53414459
139484;11;4;4020310;4200308;2020;5;17;1;3;2;6;0;0;1;0;0;0;0;0;789386,686;5827509,962;13,26604243;52,52069182
139485;11;1;1011301;1100308;2020;6;15;3;3;1;5;0;0;1;0;0;0;1;0;797527,8243;5828757,579;13,38679557;52,52749429
139486;11;11;11040926;11400931;2020;6;17;5;3;5;3;0;1;1;0;0;0;0;0;806136,2744;5827312,766;13,51196861;52,50977995
139487;11;1;1011105;1100102;2020;6;16;2;3;5;2;0;1;1;0;0;0;0;0;796635,518;5826670,283;13,37181979;52,50927008
139488;11;11;11030619;11300620;2020;5;17;1;3;0;2;0;0;1;0;1;0;0;0;804208,9952;5829078,218;13,4852727;52,52668116
139489;11;5;5020629;5200634;2020;6;14;3;2;1;5;0;0;1;0;0;0;0;0;785191,7637;5827662,176;13,20451508;52,52426682
139490;11;10;10040932;10400939;2020;6;14;3;3;0;2;0;1;1;0;0;0;0;0;813015,7361;5827636,645;13,61331247;52,50877872
139491;11;1;1011104;1100104;2020;6;8;4;3;5;2;0;1;1;0;0;0;0;0;796254,4584;5825960,287;13,36558964;52,5031127
139492;11;7;7030301;7300516;2020;6;16;7;3;5;2;0;1;1;0;0;0;0;0;793989,3422;5821547,807;13,32842341;52,46478207
139493;11;4;4041134;4400726;2020;6;15;3;3;2;6;0;0;1;0;0;0;0;0;790857,3473;5824365,942;13,28490977;52,49172317
139494;11;11;11030720;11300721;2020;6;10;3;3;5;3;0;0;1;0;0;0;1;0;804919,8596;5829936,705;13,49650607;52,5339782
139495;11;2;2050602;2500728;2020;6;14;3;3;5;6;0;0;1;0;0;0;0;0;802803,5156;5828237,159;13,46385301;52,51992529
139496;11;7;7010102;7100103;2020;6;12;2;3;5;2;0;1;1;0;0;0;0;0;795870,9445;5825420,374;13,3594763;52,49848094
139497;11;2;2050801;2500830;2020;5;16;1;3;1;5;0;1;1;0;0;0;0;0;802275,8588;5827497,084;13,45542764;52,51358475
139498;11;2;2010104;2100106;2020;6;13;3;2;5;2;0;0;1;0;1;0;0;0;799067,7236;5825600,247;13,40658985;52,49835081
139499;11;3;3040614;3400722;2020;6;16;4;3;5;3;0;1;0;0;0;0;0;0;798377,497;5834193,783;13,40416838;52,57575773
139500;11;2;2010101;2100101;2020;6;12;5;3;5;2;0;1;1;0;0;0;0;0;797858,107;5825635,107;13,38885494;52,49932482
139501;11;11;11030721;11300722;2020;6;20;1;3;5;3;0;0;1;0;0;0;1;0;804251,9204;5828690,858;13,4855491;52,52318545
139502;11;8;8020620;8200624;2020;5;16;1;3;5;7;0;0;1;0;0;0;0;0;801036,2065;5820591,557;13,43097953;52,45237413
139503;11;10;10040830;10400837;2020;6;13;3;3;5;3;0;1;1;0;0;0;0;0;810593,4497;5825391,14;13,57564236;52,49004004
139504;11;12;12301205;12500928;2020;6;13;3;3;5;3;0;0;1;0;1;0;0;0;792602,8711;5837527,997;13,32214427;52,60878278
139505;11;12;12231101;12400722;2020;6;9;4;3;5;2;0;0;1;0;1;0;0;0;791117,0981;5838211,768;13,30086648;52,61571036
139506;11;7;7030301;7300515;2020;6;10;3;3;5;7;0;0;1;0;0;0;0;0;793769,5065;5822843,384;13,32633765;52,47651464
139507;11;12;12214424;12200309;2020;6;17;4;3;3;6;0;0;1;0;1;0;0;0;793530,3143;5832379,535;13,33124066;52,5621302
139508;11;7;7050501;7501029;2020;6;17;5;3;5;3;0;1;1;0;0;0;0;1;797106,9731;5819477,975;13,37233844;52,44454166
139509;11;9;9041501;9401534;2020;6;11;1;2;0;1;0;1;0;0;0;0;0;1;810880,2948;5820634,821;13,57542208;52,44725284
139510;11;1;1011306;1100313;2020;5;15;1;2;1;5;0;1;1;0;0;0;0;0;800023,9951;5827056,171;13,42194639;52,51087598
139511;11;3;3050925;3500936;2020;6;9;3;2;0;3;0;0;1;0;1;0;0;0;802064,3359;5831018,196;13,45551923;52,54526156
139512;11;6;6030503;6300526;2020;6;12;3;3;5;2;0;1;1;0;0;0;0;0;788365,7693;5817759,846;13,24260596;52,43381783
139513;11;3;3020307;3200309;2020;6;11;4;2;0;1;0;1;0;0;0;0;0;0;800039,8915;5837333,134;13,43146961;52,60298234
139514;11;1;1044101;1400938;2020;6;8;3;3;5;2;0;1;1;0;0;0;0;0;794434,1466;5831457,389;13,34371767;52,55337585
139515;11;3;3061131;3601142;2020;6;9;3;2;5;2;0;1;0;0;0;1;0;0;798869,8108;5830455,997;13,40804582;52,54198408
139516;11;8;8010406;8100419;2020;6;8;3;3;1;5;0;1;1;0;0;0;0;0;802434,7043;5824101,22;13,45467783;52,4830596
139517;11;11;11030619;11300620;2020;6;9;2;3;5;2;0;1;0;0;0;0;0;0;803796,9146;5829131,679;13,479266;52,52739008
139518;11;1;1033101;1300732;2020;5;14;1;2;6;4;0;0;1;1;0;0;0;0;797376,4128;5832446,439;13,38787267;52,560643
139519;11;3;3030711;3300514;2020;6;8;3;3;5;2;0;1;1;0;0;0;0;0;801426,0995;5836111,578;13,45076438;52,59126692
139520;11;6;6010207;6100207;2020;6;15;4;3;1;5;0;1;1;0;0;0;0;0;794208,178;5820147,842;13,33040161;52,45211421
139521;11;2;2010104;2100106;2020;6;13;1;2;5;2;0;1;1;0;0;0;0;0;799858,9868;5825691,642;13,41829332;52,49873584
139522;11;3;3061131;3601142;2020;5;13;1;3;0;7;0;1;0;0;0;0;0;0;798775,1992;5831025,514;13,40716714;52,54714085
139523;11;6;6030504;6300528;2020;6;8;3;3;2;7;0;1;0;0;0;0;1;0;790698,9832;5816836,832;13,27602782;52,42430778
139524;11;7;7060604;7601340;2020;6;7;3;2;5;2;0;1;1;0;0;0;0;0;796591,2823;5815876,027;13,36157889;52,41253297
139525;11;3;3061430;3601450;2020;6;10;3;3;5;2;0;1;1;0;0;0;0;0;802236,16;5829337,394;13,45651664;52,53010138
139526;11;1;1011402;1100416;2020;6;7;3;3;2;7;0;1;1;0;0;0;0;0;798505,8472;5829096,165;13,40147352;52,52999462
139527;11;8;8010303;8100314;2020;6;14;3;3;5;7;0;1;1;0;0;0;0;0;801013,6738;5824039,388;13,43375932;52,48329059
139528;11;12;12224230;12400618;2020;6;7;3;3;5;2;0;1;1;0;0;0;0;0;787287,0332;5837903,125;13,24418431;52,61498164
139529;11;10;10020622;10200629;2020;6;7;3;3;1;5;0;1;0;0;0;0;1;0;811111,586;5828333,407;13,58599786;52,51611184
139530;11;4;4030415;4300412;2020;6;8;3;2;6;4;0;0;1;1;0;0;0;0;790759,8113;5827536,211;13,28624613;52,52019669
139531;11;7;7050501;7501029;2020;6;12;3;3;5;2;0;1;0;0;0;0;1;0;797211,4466;5818625,485;13,37311291;52,4368431
139532;11;7;7040403;7400823;2020;6;11;2;3;2;2;0;0;1;0;0;0;0;0;796922,9252;5822282,416;13,37213254;52,46978089
139533;11;1;1033203;1300836;2020;5;17;1;3;0;6;0;0;1;0;0;0;1;0;796834,8644;5831313,595;13,37889435;52,55078386
139534;11;8;8010510;8100521;2020;6;16;6;3;5;3;0;0;1;0;0;0;0;0;803462,7542;5822050,303;13,46790459;52,46410713
139535;11;10;10040931;10400938;2020;6;5;3;3;2;6;0;0;1;0;0;0;0;0;813691,227;5828259,486;13,62381986;52,51397196
139536;11;2;2020204;2200210;2020;6;15;4;3;5;7;0;1;1;0;0;0;0;0;798533,7539;5824757,625;13,39799223;52,49109016
139537;11;1;1022103;1200517;2020;6;20;7;3;5;3;0;1;1;0;0;0;0;0;793407,9128;5829570,113;13,32695775;52,53701124
139538;11;2;2030302;2300316;2020;6;19;3;3;5;3;0;1;1;0;0;0;0;0;800721,7204;5826208,98;13,43143124;52,50289819
139539;11;3;3040818;3400830;2020;6;12;7;3;5;2;0;0;1;0;0;0;0;0;800023,6891;5833422,285;13,42769019;52,56793762
139540;11;7;7020204;7200412;2020;6;12;3;3;5;2;0;0;1;0;1;0;0;0;796295,3203;5823018,464;13,36357414;52,47671969
139541;11;3;3040614;3400721;2020;6;19;3;3;6;6;0;1;0;1;0;0;0;0;797890,6387;5833084,478;13,3960088;52,56608107
139542;11;3;3040512;3400619;2020;6;16;3;2;1;7;0;0;1;0;1;0;1;0;795761,3883;5835075,991;13,36646324;52,58509387
139543;11;10;10010311;10100316;2020;6;11;7;3;2;6;0;0;1;0;0;0;0;0;810709,794;5831992,834;13,5835162;52,5491344
139544;11;9;9020802;9200819;2020;6;11;2;3;0;6;0;0;1;0;0;0;1;0;809757,0656;5820492,822;13,55881608;52,44661776
139545;11;4;4010102;4100101;2020;6;18;2;3;0;6;0;0;1;0;0;0;1;0;793084,409;5830252,73;13,32280388;52,54330466
139546;11;2;2050601;2500726;2020;6;17;2;3;5;3;0;1;1;0;1;0;0;0;801971,3299;5829016,554;13,4523331;52,52737245
139547;11;8;8010301;8100310;2020;5;22;7;3;1;5;2;1;1;0;0;0;0;0;800991,4967;5824796,775;13,43411769;52,49009149
139548;11;8;8010301;8100310;2020;6;19;4;3;3;6;0;1;1;0;0;0;0;0;800559,6308;5825015,615;13,42797362;52,49229096
139549;11;6;6020301;6200311;2020;6;15;7;2;2;7;0;0;1;0;0;0;0;0;795835,4584;5819064,329;13,35331891;52,44152304
139550;11;5;5030731;5300737;2020;6;16;7;2;5;2;0;0;1;0;0;0;0;0;788003,6264;5829673,507;13,24758931;52,54082122
139551;11;5;5010314;5100316;2020;6;22;2;2;5;3;2;0;1;0;0;0;0;0;784499,2746;5828871,101;13,19537026;52,53546789
139552;11;9;9041601;9401635;2020;6;12;4;3;1;5;0;0;1;0;1;0;0;0;817007,1283;5817133,508;13,66195471;52,41236173
139553;11;3;3061429;3601449;2020;6;15;4;3;5;3;0;1;1;0;0;0;0;0;801413,183;5830904,938;13,44584326;52,54460705
139554;11;2;2030301;2300314;2020;6;19;2;3;5;2;0;1;1;0;0;0;0;0;799603,8485;5826091,425;13,41490576;52,50245942
139555;11;4;4020204;4200203;2020;6;19;2;3;1;5;0;1;1;0;0;0;0;0;788189,4749;5826894,242;13,24791297;52,51580569
139556;11;6;6020305;6200316;2020;6;18;2;3;4;6;0;1;0;0;0;0;0;0;795878,3175;5818104,877;13,35309835;52,43289901
139557;11;5;5020625;5200629;2020;6;11;4;3;5;7;0;0;1;0;0;0;0;0;784189,7329;5828731,419;13,19069943;52,534377
139558;11;2;2020206;2200212;2020;6;18;2;3;0;7;0;1;1;0;0;0;0;0;799260,255;5824660,428;13,40857336;52,48982113
139559;11;2;2020205;2200211;2020;6;10;4;3;6;4;0;1;0;1;0;0;0;0;798652,8167;5824571,144;13,39957351;52,48935347
139560;11;4;4030931;4501042;2020;6;17;2;3;5;7;0;0;1;0;0;0;0;0;793855,8986;5826060,109;13,33044283;52,50530461
139561;11;4;4030621;4300620;2020;6;13;5;2;3;6;0;1;1;0;0;0;0;0;793220,9718;5827792,972;13,32264202;52,5211806
139562;11;2;2030402;2300419;2020;6;10;4;2;5;2;0;1;1;0;0;0;0;0;801770,2529;5825801,321;13,44646254;52,49866543
139563;11;1;1011401;1100415;2020;6;17;2;3;5;5;0;1;1;0;0;0;0;0;798175,0648;5829605,825;13,39706892;52,53474407
139564;11;7;7020203;7200409;2020;6;16;2;3;5;2;0;1;1;0;0;0;0;0;795224,7897;5824368,521;13,34905333;52,48940176
139565;11;2;2040502;2400521;2020;6;16;2;2;0;1;0;1;0;0;0;0;0;0;800716,8864;5828488,016;13,43341966;52,52332844
139566;11;1;1011302;1100309;2020;6;16;2;3;2;6;0;1;1;0;0;0;0;0;797579,3084;5828732,066;13,38752941;52,5272375
139567;11;4;4051446;4501043;2020;6;10;4;3;5;3;0;1;1;0;0;0;0;0;792956,2994;5825133,017;13,31641111;52,49747733
139568;11;4;4051549;4501146;2020;6;15;2;3;2;6;0;0;1;0;1;0;0;0;792461,765;5824085,243;13,3082273;52,48834951
139569;11;9;9010202;9100203;2020;6;12;2;3;2;6;0;0;1;0;0;0;1;0;803975,5225;5823467,455;13,47672031;52,47652376
139570;11;7;7060604;7601341;2020;6;11;5;3;2;6;0;0;1;0;1;0;0;0;797580,9474;5815565,188;13,3758103;52,40920949
139571;11;3;3061131;3601142;2020;6;9;4;3;5;3;0;0;1;0;0;0;0;0;799173,4332;5830743,896;13,41276882;52,54439804
139572;11;2;2020203;2200209;2020;6;23;2;3;1;5;2;1;1;0;0;0;0;0;797634,6083;5824022,168;13,38413142;52,4849886
139573;11;5;5010206;5100208;2020;6;13;2;3;5;2;0;1;1;0;0;0;0;0;782374,3895;5830505,202;13,16551511;52,55122498
139574;11;11;11040926;11400931;2020;6;22;2;2;5;3;2;1;0;0;1;0;0;0;806621,6551;5827360,87;13,51914252;52,50993848
139575;11;7;7030301;7300516;2020;6;9;4;3;5;3;0;1;1;0;0;0;0;0;793573,8253;5822125,7;13,32283311;52,47018609
139576;11;6;6020411;6200423;2020;6;15;4;3;5;2;0;0;1;0;0;0;0;0;793598,0271;5815905,152;13,31772292;52,41440767
139577;11;2;2040703;2400625;2020;6;21;2;3;1;5;1;1;1;0;0;0;0;0;801359,9965;5826439,664;13,44101499;52,50461371
139578;11;11;11010207;11100206;2020;6;20;2;2;5;3;1;1;1;0;0;0;0;0;805428,7462;5834483,492;13,50816819;52,57444294
139579;11;3;3051017;3501037;2020;6;8;4;3;5;3;0;1;1;0;0;0;0;0;802304,4046;5833112,279;13,46095555;52,56389739
139580;11;2;2040502;2400521;2020;6;9;4;3;5;2;0;0;1;0;1;0;0;0;800415,4837;5828046,278;13,42859159;52,51953516
139581;11;6;6030609;6300633;2020;6;20;2;2;2;4;0;0;1;1;0;0;0;0;793214,4802;5819719,027;13,31544421;52,44880391
139582;11;9;9051801;9501838;2020;6;9;4;3;2;6;0;0;1;0;0;0;0;0;817182,2099;5821130,478;13,66831097;52,44807506
139583;11;11;11020411;11200410;2020;6;20;2;3;5;2;1;1;1;0;0;0;0;0;804986,9775;5833001,816;13,50030725;52,56141138
139584;11;8;8010508;8100520;2020;6;20;2;3;0;2;1;1;1;0;0;0;0;0;803002,0866;5822811,09;13,46183534;52,47118169
139585;11;1;1011302;1100309;2020;6;9;5;3;0;6;0;1;1;0;0;0;0;0;798888,7071;5828592,5;13,40664791;52,52527021
139586;11;9;9020802;9200819;2020;6;8;4;3;5;2;0;1;1;0;0;0;0;0;810473,882;5820263,106;13,56911591;52,44415257
139587;11;7;7070701;7601442;2020;6;20;2;3;5;2;0;1;1;0;0;0;0;0;799274,2967;5816272,385;13,40126305;52,41462567
139588;11;1;1044202;1401047;2020;6;20;2;3;5;7;0;1;1;0;0;0;0;0;795529,3355;5830734,178;13,35918034;52,5462998
139589;11;6;6020411;6200423;2020;6;11;2;3;0;7;0;1;0;0;0;0;0;0;793726,1838;5815743,47;13,31945993;52,41288948
139590;11;8;8020622;8200727;2020;6;8;4;3;6;7;0;0;1;1;0;0;0;0;802456,5011;5819142,524;13,4505049;52,43860227
139591;11;5;5020627;5200632;2020;6;15;4;2;2;6;0;0;1;0;1;0;0;0;786288,37;5828190,176;13,22108911;52,52842601
139592;11;1;1044102;1400940;2020;6;8;2;3;4;6;0;0;1;0;0;0;0;0;794948,835;5832003,025;13,35177179;52,55798855
139593;11;6;6020408;6200420;2020;6;8;2;3;6;2;0;0;0;1;0;0;1;0;792713,5606;5816243,044;13,30505119;52,41791055
139594;11;10;10030725;10300732;2020;6;7;2;3;6;4;0;0;1;1;0;0;0;0;810268,1889;5829484,834;13,57468272;52,52691077
139595;11;3;3050920;3500933;2020;6;8;4;2;5;3;0;1;1;0;0;0;0;0;801608,7264;5831820,354;13,44954947;52,55270372
139596;11;10;10020413;10200420;2020;6;7;2;3;0;1;0;1;0;0;0;0;0;0;812009,7017;5830593,207;13,6013106;52,53584926
139597;11;11;11030721;11300724;2020;6;6;2;3;5;3;0;1;1;0;0;0;0;0;804429,7888;5827859,723;13,48740207;52,51563707
139598;11;10;10040830;10400837;2020;6;6;2;3;5;3;0;1;1;0;0;0;0;0;810554,0138;5825086,669;13,5747797;52,48733394
139599;11;3;3030715;3300516;2020;6;5;2;3;0;1;0;0;0;0;1;0;0;1;800934,9089;5833544,124;13,44120447;52,56852671
139600;11;6;6010102;6100102;2020;6;1;4;3;0;1;2;0;0;0;0;0;1;0;793656,6065;5820601,521;13,3227072;52,45647787
139601;11;6;6020409;6200421;2020;6;15;4;3;2;6;0;0;1;0;0;0;1;0;793568,7957;5817994,815;13,31912819;52,43315669
139602;11;5;5020524;5200528;2020;6;16;2;3;2;6;0;0;1;0;1;0;0;0;783770,3092;5826238,003;13,18240487;52,51223912
139603;11;1;1022206;1200628;2020;6;16;2;2;5;2;0;0;1;0;0;0;0;0;796050,208;5828133,029;13,36452223;52,52270021
139604;11;4;4010102;4100101;2020;6;16;2;3;1;5;0;0;1;0;0;0;0;0;792308,3802;5830561,017;13,31166454;52,54648524
139605;11;6;6020303;6200313;2020;6;8;3;3;0;5;0;0;1;0;0;0;0;0;795231,8525;5818142,305;13,34365002;52,43358382
139606;11;10;10040933;10400940;2020;6;15;2;3;4;6;0;1;0;0;0;0;0;0;813092,0958;5826531,53;13,61339483;52,49883194
139607;11;4;4030726;4500936;2020;6;15;3;3;2;6;0;0;1;0;0;0;0;0;792147,9339;5825308,443;13,30469112;52,49948332
139608;11;5;5020417;5200420;2020;6;15;2;2;5;3;0;1;0;0;0;1;0;0;783583,3432;5828663,061;13,18172511;52,53407995
139609;11;11;11041128;11401136;2020;6;11;5;3;8;7;0;0;0;0;0;0;1;0;805863,6209;5825864,426;13,50663326;52,49695234
139610;11;11;11030721;11300722;2020;6;21;3;3;1;5;1;1;1;0;0;0;0;0;803827,1972;5827980,251;13,47865923;52,51705333
139611;11;5;5020418;5200421;2020;6;9;3;3;6;7;0;1;0;1;0;0;0;0;780888,4584;5828594,654;13,14204188;52,53486218
139612;11;12;12304313;12500825;2020;6;15;2;3;2;6;0;0;1;0;0;0;0;0;792392,8533;5835093,243;13,31690158;52,58706944
139613;11;8;8020726;8200831;2020;6;15;5;3;5;3;0;0;1;0;0;0;0;0;799573,8664;5816478,708;13,40583919;52,41631122
139614;11;2;2030401;2300417;2020;6;19;3;3;0;2;0;1;0;0;1;0;0;0;800465,0773;5825258,011;13,42680374;52,4945157
139615;11;8;8020619;8200622;2020;6;14;2;3;5;2;0;0;1;0;0;0;0;0;801273,7567;5821490,719;13,43527599;52,46030274
139616;11;7;7070703;7601544;2020;6;14;2;3;3;6;0;0;1;0;1;0;0;0;798621,0901;5814453,398;13,39006525;52,39867715
139617;11;1;1011301;1100308;2020;6;14;2;3;3;6;0;1;1;0;0;0;0;0;797523,9375;5828744,692;13,38672692;52,52738089
139618;11;7;7020204;7200413;2020;6;13;2;3;1;5;0;1;1;0;0;0;0;0;796118,4423;5823495,798;13,36140134;52,48109452
139619;11;1;1022206;1200628;2020;6;19;3;3;5;2;0;0;1;0;1;0;0;0;795784,3676;5828189,952;13,36066604;52,52335476
139620;11;12;12214422;12200310;2020;6;13;2;2;5;3;0;0;1;0;1;0;0;0;792187,9151;5832950,646;13,31199676;52,56797205
139621;11;2;2040502;2400521;2020;6;13;2;2;0;5;0;1;1;0;0;0;0;0;801260,2745;5827919,617;13,44088983;52,51793385
139622;11;3;3030715;3300516;2020;6;10;5;3;5;3;0;0;1;0;0;0;0;0;800943,4117;5833548,116;13,44133317;52,5685578
139623;11;1;1044202;1401047;2020;6;18;3;3;6;4;0;1;0;1;0;0;0;0;795889,7254;5830457,977;13,36423344;52,5436283
139624;11;6;6020410;6200422;2020;6;13;2;3;0;7;0;1;0;0;0;0;0;0;794674,2862;5816305,964;13,33385449;52,41742247
139625;11;2;2010102;2100102;2020;6;12;2;2;5;3;0;1;1;0;0;0;0;0;798248,7207;5826084,225;13,39499437;52,50313726
139626;11;1;1011103;1100103;2020;6;12;2;3;2;7;0;0;0;0;1;0;1;0;796055,1941;5825585,357;13,36232922;52,49985994
139627;11;2;2030301;2300314;2020;6;20;2;3;5;2;0;1;1;0;0;0;0;0;799901,9018;5825710,647;13,41894073;52,49888261
139628;11;6;6030501;6300524;2020;6;11;2;2;5;2;0;1;1;0;0;0;0;0;789357,0946;5817365,66;13,25680615;52,42976025
139629;11;1;1022101;1200517;2020;6;18;3;3;5;2;0;0;1;0;1;0;0;0;793309,419;5829041,819;13,3250435;52,53232837
139630;11;2;2010101;2100101;2020;6;17;2;3;5;2;0;1;0;0;0;0;0;0;797838,2149;5825787,023;13,38869863;52,50069742
139631;11;1;1011302;1100309;2020;6;10;2;3;6;4;0;1;0;1;0;0;0;0;798642,174;5828819,459;13,40322866;52,52743967
139632;11;10;10020416;10200423;2020;6;8;5;3;5;2;0;0;1;0;1;0;0;0;813234,788;5831081,101;13,61977352;52,53951857
139633;11;7;7010101;7100101;2020;6;18;3;3;3;6;0;1;0;0;0;0;0;0;794786,5858;5825560,972;13,34367336;52,50032812
139634;11;5;5020521;5200524;2020;6;11;2;3;5;2;0;0;1;0;0;0;1;0;780345,1874;5827612,08;13,1332247;52,52633144
139635;11;3;3020307;3200310;2020;6;10;2;3;0;2;0;0;1;0;0;0;1;0;799675,7949;5837846,564;13,42657438;52,60778512
139636;11;5;5020524;5200528;2020;6;10;2;2;4;6;0;0;1;0;0;0;0;0;783645,1911;5825496,262;13,17993401;52,50565358
139637;11;1;1011101;1100101;2020;6;18;3;3;5;2;0;0;1;0;0;0;0;0;795247,263;5826624,124;13,35138298;52,50960943
139638;11;1;1033203;1300836;2020;6;21;4;3;5;3;2;0;1;0;0;0;0;0;796881,9756;5831208,72;13,37949336;52,5498181
139639;11;2;2020204;2200210;2020;6;8;2;3;0;7;0;1;0;0;0;0;0;0;798899,2071;5825119,953;13,40368386;52,49413795
139640;11;3;3030406;3300413;2020;6;16;2;1;5;2;0;0;1;0;1;0;0;0;802717,719;5837328,139;13,4708851;52,60145327
139641;11;2;2020204;2200210;2020;6;18;3;3;1;5;0;1;1;0;0;0;0;0;798187,6986;5824806,584;13,39295425;52,49171815
139642;11;1;1011401;1100415;2020;6;19;4;3;0;1;0;1;0;0;0;0;0;0;797806,9468;5829268,398;13,39135545;52,53192073
139643;11;3;3030716;3300517;2020;6;17;1;3;0;3;0;1;0;0;0;0;1;0;802446,7071;5834003,648;13,46386123;52,57180752
139644;11;6;6040810;6400844;2020;6;18;1;3;5;2;0;1;0;0;1;0;0;0;791395,3739;5820496,925;13,28943163;52,45675045
139645;11;6;6020301;6200311;2020;6;8;4;3;5;3;0;1;1;0;0;0;0;0;796238,0483;5818263,634;13,35851493;52,43412746
139646;11;4;4051652;4501149;2020;6;22;1;3;2;7;2;1;1;0;0;0;0;0;793828,3084;5824514;13,32867352;52,49145934
139647;11;3;3010102;3100103;2020;6;8;4;3;6;4;0;0;1;1;0;0;0;0;804768,4187;5840684,787;13,50416345;52,63039085
139648;11;1;1033201;1300834;2020;6;22;1;3;5;2;2;1;1;0;0;0;0;0;798082,0906;5829999,888;13,39605572;52,53832718
139649;11;1;1011202;1100206;2020;6;20;1;3;1;7;0;1;1;0;0;0;0;0;797569,791;5828037,498;13,38676805;52,52101673
139650;11;8;8030830;8300935;2020;6;18;3;2;4;6;0;0;1;0;1;0;0;0;802511,8719;5817976,347;13,45026186;52,42811902
139651;11;8;8010404;8100417;2020;6;14;4;3;5;3;0;1;1;0;0;0;0;0;802059,733;5822740,705;13,44794054;52,47107269
139652;11;4;4041136;4400728;2020;6;20;1;3;1;5;0;1;1;0;0;0;0;0;789887,5587;5823100,054;13,26956499;52,48089008
139653;11;6;6040810;6400844;2020;6;19;1;3;5;2;0;1;1;0;0;0;0;0;791273,2576;5821468,066;13,28848695;52,46552188
139654;11;8;8010214;8100209;2020;6;8;4;3;5;2;0;0;1;0;0;0;0;0;802065,1378;5821982,426;13,44733343;52,46427314
139655;11;8;8030830;8300935;2020;6;18;1;3;0;1;0;1;0;0;0;0;0;0;803027,3984;5817420,248;13,45731713;52,42284938
139656;11;3;3061227;3601243;2020;6;17;1;3;1;5;0;1;1;0;0;0;0;0;799294,6563;5831428,926;13,41516841;52,55047167
139657;11;1;1022103;1200517;2020;6;7;4;3;4;6;0;0;1;0;0;0;1;0;795002,3801;5829559,295;13,35038867;52,53605351
139658;11;3;3030715;3300516;2020;6;18;1;2;9;1;0;0;1;0;0;0;0;0;801103,5291;5834535,321;13,44458483;52,5773176
139659;11;10;10010308;10100311;2020;6;17;3;3;5;2;0;1;1;0;0;0;0;0;806548,8631;5829160,927;13,51973187;52,52611185
139660;11;9;9010302;9100306;2020;6;16;1;2;5;7;0;0;1;0;1;0;0;0;803784,7355;5820878,907;13,47156358;52,45342916
139661;11;9;9041501;9401534;2020;6;17;3;3;6;4;2;1;0;1;0;0;0;0;811289,2304;5820184,737;13,58100046;52,44298675
139662;11;1;1011202;1100206;2020;6;15;1;3;0;1;0;0;0;0;0;0;1;0;798370,9617;5827943,535;13,39845684;52,51973669
139663;11;4;4030623;4300622;2020;6;14;5;3;2;6;0;0;1;0;1;0;0;0;793603,96;5826428,394;13,32706643;52,50874175
139664;11;7;7020203;7200409;2020;6;17;3;3;0;5;0;0;1;0;0;0;0;0;795644,093;5824137,998;13,35500636;52,48710838
139665;11;7;7020204;7200414;2020;6;12;1;3;2;6;0;1;1;0;0;0;0;0;796285,1841;5823952,611;13,36425547;52,48509902
139666;11;8;8020727;8200832;2020;6;7;4;3;2;1;0;0;1;0;1;0;0;0;801752,0438;5816992,706;13,43823322;52,41972192
139667;11;1;1011203;1100206;2020;6;11;1;3;5;5;0;1;1;0;0;0;0;0;798183,7211;5827311,038;13,39513858;52,5141696
139668;11;1;1044103;1400942;2020;6;11;1;3;2;6;0;0;1;0;0;0;0;0;795160,2051;5831040,856;13,35402518;52,54924902
139669;11;5;5010339;5100317;2020;6;17;3;3;2;6;0;0;1;0;0;0;0;0;787073,39;5828148,029;13,23259292;52,5276353
139670;11;4;4030621;4300620;2020;6;16;1;3;5;2;0;1;0;0;0;0;0;0;794160,6061;5827010,473;13,33575913;52,51365988
139671;11;2;2020204;2200210;2020;6;22;7;3;5;3;2;0;1;0;0;0;0;1;798290,7417;5824802,658;13,39446394;52,49162666
139672;11;4;4030623;4300622;2020;6;17;3;3;2;6;0;0;1;0;1;0;0;0;793880,8411;5826227,567;13,33095708;52,50679234
139673;11;8;8010301;8100310;2020;6;21;7;3;5;3;2;1;1;0;0;0;0;1;800573,1651;5825139,787;13,42828439;52,49339651
139674;11;2;2030402;2300419;2020;6;21;7;2;6;4;2;0;1;1;0;0;0;1;801598,8367;5825936,289;13,44406727;52,49996993
139675;11;5;5020523;5200527;2020;6;11;5;3;5;3;0;0;1;0;0;0;0;0;782958,4913;5827080,329;13,17119063;52,52021346
139676;11;10;10010310;10100315;2020;6;16;3;3;2;6;0;0;1;0;0;0;0;0;809849,8353;5831049,119;13,56999393;52,54116709
139677;11;8;8010301;8100311;2020;6;20;7;3;5;3;2;1;1;0;0;0;0;1;800513,1384;5824555,201;13,42687569;52,48818971
139678;11;1;1011303;1100310;2020;6;5;4;3;5;2;0;1;1;0;0;0;0;0;798742,7577;5828196,702;13,40414749;52,52180243
139679;11;12;12214527;12200515;2020;6;20;7;3;6;7;1;1;0;1;0;0;0;1;790098,4724;5834969,678;13,28302238;52,5871901
139680;11;1;1011304;1100311;2020;6;19;7;3;0;1;1;1;0;0;0;0;0;1;799921,5311;5827460,165;13,42080518;52,51455349
